BAS.INSTNAME,Country,BAS.WEBSITE
Fenerbahçe Üniversitesi,Turkey,https://www.fbu.edu.tr/
Gaziantep İslam Bilim ve Teknoloji Üniversitesi,Turkey,http://www.gibtu.edu.tr/
İbn Haldun Üniversitesi,Turkey,https://www.ihu.edu.tr/en/
Isparta Uygulamalı Bilimler Üniversitesi,Turkey,https://isparta.edu.tr/
İstanbul Atlas Üniversitesi,Turkey,https://www.atlas.edu.tr/tr/
İstanbul Galata Üniversitesi,Turkey,https://www.galata.edu.tr/
İstanbul Sağlık ve Teknoloji Üniversitesi,Turkey,https://www.istun.edu.tr/
İstanbul Üniversitesi-Cerrahpaşa,Turkey,https://istanbulc.edu.tr
İzmir Tınaztepe Üniversitesi,Turkey,https://www.tinaztepe.edu.tr/
Kahramanmaraş İstiklal Üniversitesi,Turkey,https://www.istiklal.edu.tr/gs
Kayseri Üniversitesi,Turkey,http://www.kayseri.edu.tr
Kocaeli Sağlık ve Teknoloji Üniversitesi,Turkey,https://kocaelisaglik.edu.tr/
Konya Teknik Üniversitesi,Turkey,http://www.ktun.edu.tr/
Lokman Hekim Üniversitesi,Turkey,https://www.lokmanhekim.edu.tr/
Malatya Turgut Özal Üniversitesi,Turkey,https://ozal.edu.tr/
Ostim Teknik Üniversitesi,Turkey,https://www.ostimteknik.edu.tr/
Sakarya Uygulamalı Bilimler Üniversitesi,Turkey,https://www.subu.edu.tr/tr
Samsun Üniversitesi,Turkey,https://samsun.edu.tr/
Sivas Bilim ve Teknoloji Üniversitesi,Turkey,http://www.sivas.edu.tr/
Tarsus Üniversitesi,Turkey,https://www.tarsus.edu.tr/Website/Default.aspx
Trabzon Üniversitesi,Turkey,http://www.trabzon.edu.tr/
Jandarma ve Sahil Güvenlik Akademisi,Turkey,http://en.jsga.edu.tr/
Mudanya Üniversitesi,Turkey,https://mudanya.edu.tr/
Anglia Ruskin University,United Kingdom,http://www.anglia.ac.uk
Aston University,United Kingdom,http://www.aston.ac.uk
Bath Spa University,United Kingdom,http://www.bathspa.ac.uk/
The University of Bath,United Kingdom,http://www.bath.ac.uk/
University of Bedfordshire,United Kingdom,http://www.beds.ac.uk/
"Birkbeck, University of London",United Kingdom,http://www.bbk.ac.uk/
Birmingham City University,United Kingdom,http://www.bcu.ac.uk/
University of Birmingham,United Kingdom,https://www.birmingham.ac.uk/index.aspx
University College Birmingham,United Kingdom,http://www.ucb.ac.uk/
Bishop Grosseteste University,United Kingdom,http://www.bishopg.ac.uk/
The University of Bolton,United Kingdom,http://www.bolton.ac.uk/
The Arts University Bournemouth,United Kingdom,http://www.aub.ac.uk/
Bournemouth University,United Kingdom,https://www1.bournemouth.ac.uk/
The University of Bradford,United Kingdom,http://www.brad.ac.uk/
The University of Brighton,United Kingdom,http://www.brighton.ac.uk/index.aspx
The University of Bristol,United Kingdom,http://www.bristol.ac.uk/
Brunel University London,United Kingdom,http://www.brunel.ac.uk/
Buckinghamshire New University,United Kingdom,http://bucks.ac.uk/
The University of Buckingham,United Kingdom,http://www.buckingham.ac.uk/
The University of Cambridge,United Kingdom,http://www.cam.ac.uk/
The Institute of Cancer Research,United Kingdom,http://www.icr.ac.uk/
Canterbury Christ Church University,United Kingdom,http://www.canterbury.ac.uk/
University of Central Lancashire,United Kingdom,http://www.uclan.ac.uk
Royal Central School of Speech & Drama,United Kingdom,http://www.cssd.ac.uk
University of Chester,United Kingdom,http://www.chester.ac.uk/
The University of Chichester,United Kingdom,https://www.chi.ac.uk
"City, University of London",United Kingdom,http://www.city.ac.uk
Courtauld Institute of Art,United Kingdom,http://www.courtauld.ac.uk
Coventry University,United Kingdom,http://www.coventry.ac.uk/
Cranfield University,United Kingdom,http://www.cranfield.ac.uk/
University for the Creative Arts,United Kingdom,https://www.uca.ac.uk/
University of Cumbria,United Kingdom,http://www.cumbria.ac.uk/
De Montfort University,United Kingdom,http://www.dmu.ac.uk/
University of Derby,United Kingdom,http://www.derby.ac.uk/
University of Durham,United Kingdom,http://www.dur.ac.uk/
University of East Anglia,United Kingdom,http://www.uea.ac.uk/
University of East London,United Kingdom,http://www.uel.ac.uk/
Edge Hill University,United Kingdom,http://www.edgehill.ac.uk
The University of Essex,United Kingdom,http://www.essex.ac.uk/
The University of Exeter,United Kingdom,http://www.exeter.ac.uk/
Falmouth University,United Kingdom,http://www.falmouth.ac.uk/
University of Gloucestershire,United Kingdom,http://www.glos.ac.uk
"Goldsmiths, University of London",United Kingdom,http://www.gold.ac.uk
The University of Greenwich,United Kingdom,http://www.gre.ac.uk/
Harper Adams University,United Kingdom,http://www.harper-adams.ac.uk/
University of Hertfordshire,United Kingdom,http://www.herts.ac.uk/
Heythrop College,United Kingdom,http://www.heythrop.ac.uk/
The University of Huddersfield,United Kingdom,http://www.hud.ac.uk/
The University of Hull,United Kingdom,https://www.hull.ac.uk/index.aspx
Imperial College London,United Kingdom,https://www.imperial.ac.uk/
Institute of Education,United Kingdom,http://www.ioe.ac.uk
Keele University,United Kingdom,http://www.keele.ac.uk/
The University of Kent,United Kingdom,http://www.kent.ac.uk/
King's College London,United Kingdom,http://www.kcl.ac.uk/
Kingston University,United Kingdom,http://www.kingston.ac.uk/
The University of Lancaster,United Kingdom,http://www.lancaster.ac.uk/
Leeds Beckett University,United Kingdom,http://www.leedsbeckett.ac.uk
The University of Leeds,United Kingdom,http://www.leeds.ac.uk/
Leeds Trinity University,United Kingdom,http://www.leedstrinity.ac.uk/
The University of Leicester,United Kingdom,https://le.ac.uk/
The University of Lincoln,United Kingdom,http://www.lincoln.ac.uk
Liverpool Hope University,United Kingdom,http://www.hope.ac.uk
Liverpool John Moores University,United Kingdom,http://www.ljmu.ac.uk/
The University of Liverpool,United Kingdom,https://www.liverpool.ac.uk/
University of the Arts London,United Kingdom,http://www.arts.ac.uk/
London Business School,United Kingdom,http://www.london.edu/
London Metropolitan University,United Kingdom,http://www.londonmet.ac.uk/
London South Bank University,United Kingdom,http://www.lsbu.ac.uk/
London School of Economics and Political Science,United Kingdom,http://www.lse.ac.uk
London School of Hygiene and Tropical Medicine,United Kingdom,http://www.lshtm.ac.uk/
Loughborough University,United Kingdom,http://www.lboro.ac.uk/
Manchester Metropolitan University,United Kingdom,https://www2.mmu.ac.uk/
The University of Manchester,United Kingdom,http://www.manchester.ac.uk/
Middlesex University,United Kingdom,http://www.mdx.ac.uk/
Newcastle University,United Kingdom,http://www.ncl.ac.uk/
Newman University,United Kingdom,http://www.newman.ac.uk/
The University of Northampton,United Kingdom,http://www.northampton.ac.uk/
Northumbria University,United Kingdom,http://www.northumbria.ac.uk/
Norwich University of the Arts,United Kingdom,http://www.nua.ac.uk
University of Nottingham,United Kingdom,http://www.nottingham.ac.uk/
Nottingham Trent University,United Kingdom,http://www.ntu.ac.uk/
The Open University,United Kingdom,http://www.open.ac.uk/
Oxford Brookes University,United Kingdom,http://www.brookes.ac.uk
The University of Oxford,United Kingdom,http://www.ox.ac.uk/
University of St Mark and St John,United Kingdom,http://www.marjon.ac.uk/
University of Plymouth,United Kingdom,http://www.plymouth.ac.uk/
The University of Portsmouth,United Kingdom,http://www.port.ac.uk/
Queen Mary University of London,United Kingdom,http://www.qmul.ac.uk/
The University of Reading,United Kingdom,http://www.reading.ac.uk/
Roehampton University,United Kingdom,http://www.roehampton.ac.uk/
Royal Academy of Music,United Kingdom,http://www.ram.ac.uk/
Royal Agricultural University,United Kingdom,http://www.rau.ac.uk/
Royal College of Art,United Kingdom,http://www.rca.ac.uk/
Royal College of Music,United Kingdom,http://www.rcm.ac.uk/
"Royal Holloway, University of London",United Kingdom,http://www.rhul.ac.uk/
Royal Northern College of Music,United Kingdom,http://www.rncm.ac.uk/
Royal Veterinary College,United Kingdom,http://www.rvc.ac.uk
"St George's, University of London",United Kingdom,http://www.sgul.ac.uk/
"St Mary's University, Twickenham",United Kingdom,http://www.smuc.ac.uk/
The University of Salford,United Kingdom,http://www.salford.ac.uk/
"SOAS, University of London",United Kingdom,http://www.soas.ac.uk/
UCL School of Pharmacy,United Kingdom,https://www.ucl.ac.uk/pharmacy/ucl-school-pharmacy
Sheffield Hallam University,United Kingdom,http://www.shu.ac.uk/
The University of Sheffield,United Kingdom,https://www.sheffield.ac.uk/
Solent University,United Kingdom,http://www.solent.ac.uk/
The University of Southampton,United Kingdom,http://www.soton.ac.uk/
Staffordshire University,United Kingdom,http://www.staffs.ac.uk/
The University of Sunderland,United Kingdom,http://www.sunderland.ac.uk/
The University of Surrey,United Kingdom,https://www.surrey.ac.uk/
The University of Sussex,United Kingdom,http://www.sussex.ac.uk/
Teesside University,United Kingdom,http://www.tees.ac.uk/
The University of West London,United Kingdom,http://www.uwl.ac.uk
University College London,United Kingdom,http://www.ucl.ac.uk
The University of Warwick,United Kingdom,https://warwick.ac.uk/
"University of the West of England, Bristol",United Kingdom,http://www.uwe.ac.uk/
The University of Westminster,United Kingdom,http://www.westminster.ac.uk/
The University of Winchester,United Kingdom,http://www.winchester.ac.uk/
The University of Wolverhampton,United Kingdom,http://www.wlv.ac.uk/
University of Worcester,United Kingdom,http://www.worcester.ac.uk/
York St John University,United Kingdom,https://www.yorksj.ac.uk/
The University of York,United Kingdom,http://www.york.ac.uk/
Aberystwyth University,United Kingdom,http://www.aber.ac.uk/
Bangor University,United Kingdom,http://www.bangor.ac.uk/
Cardiff University,United Kingdom,http://www.cardiff.ac.uk
Cardiff Metropolitan University,United Kingdom,http://www.cardiffmet.ac.uk
University of Glamorgan,United Kingdom,http://www.glam.ac.uk/
Glyndwr University,United Kingdom,http://www.glyndwr.ac.uk/
"The University of Wales, Newport",United Kingdom,https://www.southwales.ac.uk/about/location/welcome-to-newport-campus/
Swansea University,United Kingdom,http://www.swan.ac.uk/
The University of Aberdeen,United Kingdom,http://www.abdn.ac.uk/
Abertay University,United Kingdom,http://www.abertay.ac.uk/
The University of Dundee,United Kingdom,http://www.dundee.ac.uk/
The University of Edinburgh,United Kingdom,https://www.ed.ac.uk/
Glasgow Caledonian University,United Kingdom,https://www.gcu.ac.uk/
The University of Glasgow,United Kingdom,http://www.gla.ac.uk/
Heriot-Watt University,United Kingdom,https://www.hw.ac.uk/
Edinburgh Napier University,United Kingdom,http://www.napier.ac.uk/
Queen Margaret University,United Kingdom,http://www.qmu.ac.uk/
The Robert Gordon University,United Kingdom,http://www.rgu.ac.uk/
Royal Conservatoire of Scotland,United Kingdom,https://www.rcs.ac.uk/
The University of St Andrews,United Kingdom,http://www.st-andrews.ac.uk/
The University of Stirling,United Kingdom,https://www.stir.ac.uk/
The University of Strathclyde,United Kingdom,http://www.strath.ac.uk/
University of the Highlands and Islands,United Kingdom,https://www.uhi.ac.uk/en/
The University of the West of Scotland,United Kingdom,http://www.uws.ac.uk
The Queen's University of Belfast,United Kingdom,http://www.qub.ac.uk/
University of Ulster,United Kingdom,http://www.ulster.ac.uk/
Guildhall School of Music and Drama,United Kingdom,http://www.gsmd.ac.uk/
Leeds Arts University,United Kingdom,http://www.leeds-art.ac.uk
Trinity Laban Conservatoire of Music and Dance,United Kingdom,http://www.trinitylaban.ac.uk
University of Wales Trinity Saint David,United Kingdom,http://www.uwtsd.ac.uk
Liverpool School of Tropical Medicine,United Kingdom,http://www.lstmed.ac.uk
University of South Wales,United Kingdom,http://www.southwales.ac.uk
Conservatoire for Dance and Drama,United Kingdom,http://www.cdd.ac.uk/
The Liverpool Institute for Performing Arts,United Kingdom,https://www.lipa.ac.uk/
Ravensbourne University London,United Kingdom,http://www.ravensbourne.ac.uk/
Rose Bruford College of Theatre & Performance,United Kingdom,https://www.bruford.ac.uk
University of Suffolk,United Kingdom,https://www.uos.ac.uk
Writtle University College,United Kingdom,http://writtle.ac.uk/
Glasgow School of Art,United Kingdom,http://www.gsa.ac.uk/
Scotland’s Rural College – SRUC,United Kingdom,https://www.sruc.ac.uk
St Mary's University College,United Kingdom,https://www.stmarys-belfast.ac.uk
Stranmillis University College,United Kingdom,http://www.stran.ac.uk/
The National Film and Television School,United Kingdom,https://nfts.co.uk
Arts University Plymouth,United Kingdom,https://www.plymouthart.ac.uk/
AA School of Architecture,United Kingdom,https://www.aaschool.ac.uk/
ABI College Limited,United Kingdom,https://www.abicollege.ac.uk/
Access to Music Limited,United Kingdom,http://www.accesscreative.ac.uk/
Academy of Live and Recorded Arts,United Kingdom,https://alra.co.uk/
Apex College London,United Kingdom,http://apexcollege.co.uk/
Arden University,United Kingdom,https://arden.ac.uk/
Arts Educational Schools,United Kingdom,https://artsed.co.uk/
BIMM University Limited,United Kingdom,https://www.bimm.co.uk/
Bristol Baptist College,United Kingdom,https://www.bristol-baptist.ac.uk/
BPP University,United Kingdom,https://www.bpp.com/
Brit College,United Kingdom,http://britcollege.org.uk/
Trinity College Bristol,United Kingdom,https://www.trinitycollegebristol.ac.uk/
UK College of Business and Computing,United Kingdom,http://www.ukcbc.ac.uk/
London College of Business Studies,United Kingdom,https://lcbs.co.uk
Cambridge Arts and Sciences Limited,United Kingdom,https://www.catscambridge.com
The Cambridge Theological Federation,United Kingdom,https://www.theofed.cam.ac.uk/
Chicken Shed Theatre Company,United Kingdom,https://www.chickenshed.org.uk/
The College of Integrated Chinese Medicine,United Kingdom,http://www.acupuncturecollege.org.uk/
Christie's Education Limited,United Kingdom,https://education.christies.com
The City College,United Kingdom,https://citycollege.ac.uk/
Cliff College,United Kingdom,https://www.cliffcollege.ac.uk/
The Academy of Contemporary Music,United Kingdom,https://www.acm.ac.uk/
Court Theatre Training Company Ltd,United Kingdom,http://courttheatre.org.uk/
The Queen's Foundation for Ecumenical Theological Education,United Kingdom,http://www.queens.ac.uk/
Empire College London Limited,United Kingdom,https://web.empirecollege.london/
East End Computing and Business College Limited,United Kingdom,http://www.eastendcbc.co.uk/
University College of Estate Management,United Kingdom,https://www.ucem.ac.uk/
EThames Graduate School Limited,United Kingdom,https://www.etgs.org.uk/
Fairfield School of Business Ltd,United Kingdom,https://fsb.ac.uk/
Met Film School Limited,United Kingdom,https://www.metfilmschool.ac.uk/
ForMission Ltd,United Kingdom,https://formission.org.uk/
Futureworks,United Kingdom,https://futureworks.ac.uk/
Grafton College,United Kingdom,http://www.graftoncollege.com/
GSM London,United Kingdom,https://www.gsmlondon.ac.uk/
ICON College of Technology and Management,United Kingdom,https://www.iconcollege.ac.uk/
Institute of Contemporary Music Performance,United Kingdom,https://www.icmp.ac.uk/
The Islamic College,United Kingdom,https://www.islamic-college.ac.uk/
Kaplan Open Learning,United Kingdom,https://www.kaplanpathways.com/about/our-mission/kaplan-open-learning/
Kensington College of Business,United Kingdom,https://www.kcb.ac.uk
KLC School of Design,United Kingdom,https://www.klc.co.uk/
Kogan Academy of Dramatic Arts,United Kingdom,http://www.scienceofacting.com/
London School of Business and Finance (UK) Limited,United Kingdom,https://www.lsbf.org.uk/
London Bridge Business Academy,United Kingdom,https://lbbaglobal.com
Bloomsbury Institute,United Kingdom,https://www.bil.ac.uk/
London Churchill College Ltd,United Kingdom,https://londonchurchillcollege.co.uk/
City of London College,United Kingdom,https://www.clc-london.ac.uk/
City and Guilds of London Art School,United Kingdom,https://www.cityandguildsartschool.ac.uk/
London College of Contemporary Music (LCCM),United Kingdom,https://lccm.org.uk/
The London College UCK,United Kingdom,http://www.lcuck.ac.uk/
London School of Academics Ltd,United Kingdom,http://www.londonschoolofacademics.com/
London School of Management Education,United Kingdom,https://lsme.ac.uk/
London School of Theology,United Kingdom,https://lst.ac.uk
Stratford College London Limited,United Kingdom,https://sclondon.ac.uk/
London Studio Centre,United Kingdom,http://www.londonstudiocentre.org/
The London Institute of Banking and Finance,United Kingdom,https://www.libf.ac.uk/
Luther King House Educational Trust,United Kingdom,https://lutherkinghouse.org.uk/
Istituto Marangoni Limited,United Kingdom,https://www.istitutomarangoni.com/en
The Markfield Institute of Higher Education,United Kingdom,https://www.mihe.ac.uk/
Matrix College of Counselling and Psychotherapy Ltd,United Kingdom,http://www.matrix-training.org/
Mattersey Hall,United Kingdom,https://www.greenpastures.co.uk/mattersey-hall
St Mellitus College,United Kingdom,https://www.stmellitus.ac.uk/
The Metanoia Institute,United Kingdom,http://www.metanoia.ac.uk/
Millennium Performing Arts Ltd,United Kingdom,http://www.mpacollege.co.uk/
Mountview Academy of Theatre Arts,United Kingdom,https://www.mountview.org.uk/
Mont Rose College of Management and Sciences,United Kingdom,https://mrcollege.ac.uk/
Moorlands College,United Kingdom,https://www.moorlands.ac.uk/
All Nations Christian College,United Kingdom,https://www.allnations.ac.uk/
Nazarene Theological College,United Kingdom,https://nazarene.ac.uk/
Nelson College London Ltd,United Kingdom,https://nelsoncollege.ac.uk/
New College of the Humanities,United Kingdom,https://www.nchlondon.ac.uk/
St Nicholas Montessori Training Limited,United Kingdom,https://www.montessori.org.uk/
Norland College,United Kingdom,https://www.norland.ac.uk/
Nova College of Accounting and Business Ltd,United Kingdom,http://www.novacollege.org.uk/
Northern College of Acupuncture,United Kingdom,https://nca.ac.uk/
Oak Hill College,United Kingdom,http://www.oakhill.ac.uk/
Open College of the Arts,United Kingdom,https://www.oca.ac.uk/
International College of Oriental Medicine limited,United Kingdom,https://orientalmed.ac.uk/
Oxford Business College,United Kingdom,https://www.oxfordbusinesscollege.ac.uk/
St Patrick's International College,United Kingdom,https://www.st-patricks.ac.uk/
Pearson College,United Kingdom,https://www.pearsoncollegelondon.ac.uk
Point Blank Music School,United Kingdom,https://www.pointblankmusicschool.com/
Royal Academy of Dance,United Kingdom,https://www.royalacademyofdance.org/
"Richmond, The American International University in London",United Kingdom,https://www.richmond.ac.uk/
Regent's University London,United Kingdom,https://www.regents.ac.uk/
Regents Theological College,United Kingdom,https://www.regents-tc.ac.uk/
Regent College,United Kingdom,https://www.rcl.ac.uk/
SAE Education Limited,United Kingdom,https://www.sae.edu
The Salvation Army,United Kingdom,https://www.salvationarmy.org.uk/
London School of Science and Technology Limited,United Kingdom,https://www.lsst.ac/
The Sherwood Psychotherapy Training Institute Limited,United Kingdom,http://www.spti.net/
Slough Borough Council,United Kingdom,https://www.slough.gov.uk
